order_id,product_name,category,price,qty,amount,order_date,city,payment_method
706,Air Fryer,Home Appliances,18347,5,91735,2024-09-10,Jaipur,Credit Card
707,Smartphone,Electronics,48946,5,244730,2025-09-03,Kolkata,Debit Card
708,Headphones,Electronics,6767,5,33835,2025-06-03,Delhi,Net Banking
709,Headphones,Electronics,35866,5,179330,2023-09-04,Jaipur,Credit Card
710,T-Shirt,Fashion,6026,2,12052,2023-01-27,Pune,Debit Card
711,Laptop,Electronics,4207,4,16828,2023-12-15,Mumbai,UPI
712,Jeans,Fashion,32350,4,129400,2024-07-23,Indore,Credit Card
713,Air Fryer,Home Appliances,9019,1,9019,2025-06-08,Hyderabad,Net Banking
714,T-Shirt,Fashion,35778,5,178890,2025-08-10,Indore,UPI
715,Mixer Grinder,Home Appliances,17353,3,52059,2025-12-07,Ahmedabad,Cash
716,Jeans,Fashion,33610,5,168050,2023-06-22,Mumbai,UPI
717,Notebook,Stationery,44507,3,133521,2024-07-20,Bengaluru,Cash
718,Smartphone,Electronics,33524,5,167620,2024-05-15,Hyderabad,Debit Card
719,Shoes,Fashion,39148,5,195740,2025-04-03,Delhi,Debit Card
720,Pen Pack,Stationery,41585,2,83170,2024-09-21,Delhi,Debit Card
721,Air Fryer,Home Appliances,12351,3,37053,2024-12-09,Kolkata,Net Banking
722,Shoes,Fashion,27642,5,138210,2025-03-18,Delhi,Credit Card
723,Pen Pack,Stationery,32821,5,164105,2024-05-22,Jaipur,Debit Card
724,T-Shirt,Fashion,10613,1,10613,2023-01-22,Pune,Debit Card
725,Smartphone,Electronics,28734,2,57468,2025-06-09,Jaipur,Net Banking
726,Mixer Grinder,Home Appliances,24381,1,24381,2023-12-03,Kolkata,Credit Card
727,Air Fryer,Home Appliances,30578,2,61156,2025-04-19,Kolkata,UPI
728,Laptop,Electronics,35458,2,70916,2025-10-01,Jaipur,Debit Card
729,Notebook,Stationery,46364,4,185456,2025-09-23,Delhi,Credit Card
730,T-Shirt,Fashion,16840,2,33680,2024-09-01,Jaipur,UPI
731,Laptop,Electronics,29677,2,59354,2025-02-03,Chennai,Cash
732,T-Shirt,Fashion,9641,1,9641,2024-09-02,Mumbai,Cash
733,Mixer Grinder,Home Appliances,26041,2,52082,2025-08-13,Delhi,UPI
734,Mixer Grinder,Home Appliances,11450,4,45800,2024-05-14,Ahmedabad,Net Banking
735,T-Shirt,Fashion,40310,3,120930,2023-04-23,Mumbai,Net Banking
736,T-Shirt,Fashion,17571,4,70284,2025-12-15,Pune,Net Banking
737,T-Shirt,Fashion,14341,1,14341,2024-05-20,Chennai,UPI
738,Air Fryer,Home Appliances,18526,4,74104,2025-07-18,Delhi,Credit Card
739,Smartphone,Electronics,8118,3,24354,2025-10-08,Jaipur,UPI
740,Laptop,Electronics,12152,2,24304,2024-03-29,Chennai,UPI
741,Mixer Grinder,Home Appliances,9235,2,18470,2025-07-04,Chennai,UPI
742,Notebook,Stationery,45326,5,226630,2025-02-15,Bengaluru,UPI
743,Laptop,Electronics,34683,1,34683,2024-06-19,Mumbai,Debit Card
744,Headphones,Electronics,26647,5,133235,2025-10-07,Indore,Debit Card
745,Mixer Grinder,Home Appliances,37684,2,75368,2023-09-28,Ahmedabad,Credit Card
746,Notebook,Stationery,30771,3,92313,2025-10-23,Indore,UPI
747,Pen Pack,Stationery,1174,3,3522,2023-03-25,Jaipur,Credit Card
748,T-Shirt,Fashion,23602,1,23602,2023-11-06,Bengaluru,Net Banking
749,Air Fryer,Home Appliances,33990,3,101970,2024-11-18,Delhi,Credit Card
750,Mixer Grinder,Home Appliances,2947,3,8841,2024-01-26,Chennai,Cash
751,Notebook,Stationery,38256,3,114768,2025-07-17,Bengaluru,UPI
752,Notebook,Stationery,42532,2,85064,2025-02-05,Ahmedabad,UPI
753,Jeans,Fashion,47745,2,95490,2025-01-01,Ahmedabad,Net Banking
754,Pen Pack,Stationery,13518,1,13518,2024-03-29,Chennai,UPI
755,Mixer Grinder,Home Appliances,3520,2,7040,2023-02-17,Hyderabad,UPI
756,Notebook,Stationery,30526,2,61052,2023-01-06,Indore,Credit Card
757,T-Shirt,Fashion,1995,2,3990,2025-07-25,Hyderabad,Net Banking
758,Notebook,Stationery,36420,4,145680,2025-07-31,Pune,Net Banking
759,Air Fryer,Home Appliances,40809,5,204045,2025-01-18,Mumbai,Credit Card
760,Smartphone,Electronics,4907,5,24535,2024-10-22,Pune,Net Banking
761,T-Shirt,Fashion,29489,1,29489,2025-02-21,Jaipur,Debit Card
762,Jeans,Fashion,24963,1,24963,2023-01-14,Mumbai,Debit Card
763,Smartphone,Electronics,20891,1,20891,2023-09-16,Indore,Credit Card
764,Shoes,Fashion,29990,4,119960,2024-04-28,Kolkata,Cash
765,Laptop,Electronics,42275,1,42275,2024-04-28,Pune,Credit Card
766,Pen Pack,Stationery,49378,5,246890,2025-03-23,Bengaluru,Cash
767,Jeans,Fashion,7514,4,30056,2024-01-11,Jaipur,Debit Card
768,T-Shirt,Fashion,45398,4,181592,2025-06-28,Kolkata,Cash
769,Mixer Grinder,Home Appliances,29538,1,29538,2023-09-18,Hyderabad,Debit Card
770,Shoes,Fashion,26143,3,78429,2023-12-02,Jaipur,Debit Card
771,Air Fryer,Home Appliances,14637,4,58548,2024-05-27,Bengaluru,UPI
772,Air Fryer,Home Appliances,39893,2,79786,2025-10-21,Chennai,Cash
773,Mixer Grinder,Home Appliances,29197,2,58394,2023-03-21,Delhi,Net Banking
774,Mixer Grinder,Home Appliances,8031,1,8031,2024-09-27,Bengaluru,Credit Card
775,Air Fryer,Home Appliances,8175,2,16350,2023-10-30,Kolkata,Debit Card
776,Air Fryer,Home Appliances,11905,5,59525,2023-01-21,Ahmedabad,Credit Card
777,Headphones,Electronics,2275,5,11375,2023-05-26,Bengaluru,Debit Card
778,Smartphone,Electronics,27930,5,139650,2025-03-26,Chennai,UPI
779,Air Fryer,Home Appliances,13420,3,40260,2024-07-10,Mumbai,Cash
780,Laptop,Electronics,46850,2,93700,2024-07-29,Chennai,Net Banking
781,Jeans,Fashion,3184,3,9552,2025-10-12,Hyderabad,Debit Card
782,Jeans,Fashion,31670,2,63340,2025-05-30,Pune,UPI
783,Laptop,Electronics,28667,4,114668,2023-02-26,Hyderabad,Net Banking
784,Shoes,Fashion,46215,4,184860,2023-04-20,Kolkata,Net Banking
785,Smartphone,Electronics,43254,2,86508,2025-12-07,Mumbai,Credit Card
786,T-Shirt,Fashion,43720,1,43720,2025-06-14,Kolkata,UPI
787,Air Fryer,Home Appliances,7906,5,39530,2023-02-18,Jaipur,Net Banking
788,Headphones,Electronics,11100,1,11100,2025-06-18,Mumbai,UPI
789,Shoes,Fashion,23600,5,118000,2023-06-08,Pune,Net Banking
790,Mixer Grinder,Home Appliances,20774,4,83096,2025-10-16,Delhi,Debit Card
791,Pen Pack,Stationery,17500,2,35000,2023-04-16,Ahmedabad,Debit Card
792,Mixer Grinder,Home Appliances,20446,3,61338,2025-06-08,Mumbai,Debit Card
793,Mixer Grinder,Home Appliances,20596,4,82384,2023-04-18,Pune,Cash
794,Smartphone,Electronics,37809,1,37809,2024-07-26,Mumbai,Cash
795,Shoes,Fashion,12498,3,37494,2023-12-06,Indore,Cash
796,Shoes,Fashion,10684,1,10684,2024-11-29,Chennai,UPI
797,T-Shirt,Fashion,29219,4,116876,2023-01-25,Chennai,UPI
798,Headphones,Electronics,25726,3,77178,2024-08-26,Indore,UPI
799,Mixer Grinder,Home Appliances,3832,3,11496,2024-05-05,Pune,Net Banking
800,Air Fryer,Home Appliances,332,1,332,2025-08-23,Kolkata,Credit Card
801,Laptop,Electronics,28412,5,142060,2025-11-08,Kolkata,Net Banking
802,Jeans,Fashion,38146,1,38146,2023-11-22,Jaipur,Net Banking
803,Pen Pack,Stationery,3530,4,14120,2023-12-13,Kolkata,Credit Card
804,Pen Pack,Stationery,20878,1,20878,2025-10-24,Chennai,Credit Card
805,Jeans,Fashion,40824,2,81648,2025-10-29,Pune,Cash
806,Pen Pack,Stationery,44194,3,132582,2025-06-28,Mumbai,Cash
807,Shoes,Fashion,23173,1,23173,2024-05-16,Ahmedabad,Debit Card
808,Mixer Grinder,Home Appliances,17373,3,52119,2025-06-15,Ahmedabad,Net Banking
809,Laptop,Electronics,19889,2,39778,2025-02-11,Jaipur,Cash
810,Notebook,Stationery,28707,1,28707,2025-02-07,Chennai,Debit Card
811,Jeans,Fashion,16906,5,84530,2023-07-28,Bengaluru,Credit Card
812,Jeans,Fashion,49910,5,249550,2025-10-18,Delhi,UPI
813,Mixer Grinder,Home Appliances,21078,1,21078,2023-05-04,Delhi,Cash
814,Air Fryer,Home Appliances,40755,4,163020,2024-01-28,Delhi,Cash
815,Headphones,Electronics,48107,5,240535,2025-01-30,Chennai,Cash
816,Air Fryer,Home Appliances,43504,4,174016,2024-03-01,Indore,Net Banking
817,T-Shirt,Fashion,39340,5,196700,2023-09-20,Pune,Cash
818,Smartphone,Electronics,39220,5,196100,2024-10-06,Delhi,Cash
819,Notebook,Stationery,20214,1,20214,2024-02-28,Mumbai,Debit Card
820,Jeans,Fashion,27487,1,27487,2023-01-18,Chennai,UPI
821,Headphones,Electronics,3164,2,6328,2023-12-13,Jaipur,Net Banking
822,Jeans,Fashion,251,1,251,2025-02-08,Jaipur,UPI
823,Jeans,Fashion,39396,5,196980,2024-09-02,Pune,Credit Card
824,Jeans,Fashion,36103,5,180515,2023-12-26,Bengaluru,Net Banking
825,Air Fryer,Home Appliances,46879,2,93758,2023-10-12,Delhi,Net Banking
826,T-Shirt,Fashion,16314,4,65256,2025-10-05,Jaipur,Credit Card
827,Headphones,Electronics,39856,3,119568,2023-09-08,Pune,Debit Card
828,Pen Pack,Stationery,272,4,1088,2024-08-13,Hyderabad,Net Banking
829,Headphones,Electronics,15124,5,75620,2025-05-07,Indore,Net Banking
830,Laptop,Electronics,26927,4,107708,2023-06-01,Bengaluru,Net Banking
831,Shoes,Fashion,8758,4,35032,2025-06-26,Mumbai,Debit Card
832,Shoes,Fashion,20243,3,60729,2023-03-02,Ahmedabad,Debit Card
833,Notebook,Stationery,41950,1,41950,2023-11-18,Hyderabad,Cash
834,Smartphone,Electronics,29086,3,87258,2024-01-03,Delhi,Net Banking
835,Jeans,Fashion,10194,5,50970,2024-03-17,Indore,UPI
836,Notebook,Stationery,47672,2,95344,2025-08-01,Hyderabad,Net Banking
837,Jeans,Fashion,38626,4,154504,2024-03-23,Mumbai,Net Banking
838,Headphones,Electronics,37675,5,188375,2024-07-14,Pune,Cash
839,Air Fryer,Home Appliances,6058,1,6058,2025-05-17,Indore,Cash
840,Smartphone,Electronics,26681,1,26681,2024-12-13,Kolkata,UPI
841,Jeans,Fashion,35224,3,105672,2023-01-14,Indore,Debit Card
842,Headphones,Electronics,48824,3,146472,2025-11-14,Kolkata,Net Banking
843,Smartphone,Electronics,20929,3,62787,2023-06-23,Pune,Net Banking
844,Pen Pack,Stationery,32505,3,97515,2024-02-13,Ahmedabad,Net Banking
845,Laptop,Electronics,37084,4,148336,2023-09-21,Jaipur,UPI
846,Shoes,Fashion,35403,5,177015,2025-07-24,Delhi,UPI
847,Notebook,Stationery,2935,3,8805,2023-09-22,Bengaluru,Net Banking
848,Smartphone,Electronics,31251,2,62502,2023-04-02,Ahmedabad,Cash
849,Jeans,Fashion,34290,4,137160,2023-10-22,Pune,UPI
850,Air Fryer,Home Appliances,3330,5,16650,2024-10-04,Delhi,UPI
851,Notebook,Stationery,41131,1,41131,2024-03-31,Delhi,UPI
852,Shoes,Fashion,11183,2,22366,2025-02-14,Kolkata,UPI
853,Pen Pack,Stationery,19732,5,98660,2023-09-19,Bengaluru,Debit Card
854,Air Fryer,Home Appliances,27597,1,27597,2025-11-17,Indore,Debit Card
855,Air Fryer,Home Appliances,23667,4,94668,2024-01-03,Jaipur,Credit Card
856,Jeans,Fashion,16029,5,80145,2024-07-26,Delhi,UPI
857,Notebook,Stationery,41031,4,164124,2023-02-28,Delhi,Cash
858,Jeans,Fashion,37190,5,185950,2023-09-13,Chennai,Credit Card
859,T-Shirt,Fashion,9827,1,9827,2023-04-30,Indore,Credit Card
860,Jeans,Fashion,13502,3,40506,2023-08-07,Delhi,Cash
861,Mixer Grinder,Home Appliances,30907,5,154535,2025-11-21,Pune,UPI
862,Smartphone,Electronics,46348,5,231740,2025-11-21,Kolkata,UPI
863,Headphones,Electronics,22453,2,44906,2023-09-14,Bengaluru,Credit Card
864,Pen Pack,Stationery,27888,4,111552,2023-06-07,Chennai,Net Banking
865,Laptop,Electronics,1304,2,2608,2024-08-17,Indore,Cash
866,Air Fryer,Home Appliances,27850,5,139250,2023-12-07,Delhi,Cash
867,Smartphone,Electronics,44662,4,178648,2025-11-14,Jaipur,Credit Card
868,Headphones,Electronics,47691,5,238455,2023-01-23,Ahmedabad,Net Banking
869,Pen Pack,Stationery,15005,1,15005,2023-05-09,Chennai,Debit Card
870,Air Fryer,Home Appliances,17453,4,69812,2023-12-08,Indore,Net Banking
871,Shoes,Fashion,39285,2,78570,2023-03-11,Pune,Cash
872,Notebook,Stationery,9712,5,48560,2024-12-17,Hyderabad,Debit Card
873,Shoes,Fashion,26713,5,133565,2024-09-06,Indore,UPI
874,Air Fryer,Home Appliances,17684,4,70736,2024-08-15,Indore,Credit Card
875,Notebook,Stationery,8346,1,8346,2024-07-07,Pune,Debit Card
876,Mixer Grinder,Home Appliances,38687,5,193435,2024-03-18,Jaipur,Debit Card
877,T-Shirt,Fashion,15880,5,79400,2023-04-28,Pune,Net Banking
878,Jeans,Fashion,35703,5,178515,2025-03-29,Pune,Credit Card
879,T-Shirt,Fashion,2786,5,13930,2025-10-11,Jaipur,Debit Card
880,Headphones,Electronics,7406,5,37030,2025-06-26,Kolkata,Debit Card
881,Mixer Grinder,Home Appliances,21948,5,109740,2025-09-08,Chennai,Debit Card
882,Notebook,Stationery,43365,2,86730,2023-06-15,Ahmedabad,Credit Card
883,Pen Pack,Stationery,33629,3,100887,2024-08-18,Jaipur,UPI
884,Shoes,Fashion,33154,5,165770,2023-06-07,Delhi,Debit Card
885,Pen Pack,Stationery,39084,5,195420,2024-03-29,Chennai,Net Banking
886,Headphones,Electronics,31784,4,127136,2023-04-01,Pune,Net Banking
887,Air Fryer,Home Appliances,32599,5,162995,2025-08-13,Chennai,Net Banking
888,Air Fryer,Home Appliances,19981,2,39962,2024-11-03,Mumbai,Net Banking
889,Smartphone,Electronics,36348,5,181740,2025-08-22,Jaipur,Net Banking
890,Pen Pack,Stationery,35296,2,70592,2025-02-01,Mumbai,UPI
891,Jeans,Fashion,38078,2,76156,2025-08-17,Mumbai,Cash
892,Jeans,Fashion,49882,4,199528,2023-04-05,Bengaluru,UPI
893,Headphones,Electronics,4415,5,22075,2023-11-19,Kolkata,Debit Card
894,Mixer Grinder,Home Appliances,2990,2,5980,2025-01-27,Chennai,Credit Card
895,Jeans,Fashion,10833,1,10833,2024-05-25,Jaipur,Cash
896,Jeans,Fashion,27829,4,111316,2024-12-11,Indore,Debit Card
897,Smartphone,Electronics,6468,5,32340,2025-12-01,Bengaluru,Cash
898,Notebook,Stationery,1490,4,5960,2023-07-03,Indore,Debit Card
899,Laptop,Electronics,4911,5,24555,2024-06-15,Indore,UPI
900,Headphones,Electronics,15327,2,30654,2024-09-18,Mumbai,UPI
901,Headphones,Electronics,42074,3,126222,2024-12-17,Bengaluru,Credit Card
902,Laptop,Electronics,15182,1,15182,2025-05-18,Hyderabad,Net Banking
903,T-Shirt,Fashion,35595,2,71190,2025-11-27,Hyderabad,Debit Card
904,Pen Pack,Stationery,23338,4,93352,2025-10-30,Pune,Debit Card
905,Mixer Grinder,Home Appliances,43688,2,87376,2023-02-16,Hyderabad,Cash
906,Air Fryer,Home Appliances,330,1,330,2025-11-29,Indore,UPI
907,Headphones,Electronics,10938,2,21876,2024-06-19,Bengaluru,Net Banking
908,Pen Pack,Stationery,42598,3,127794,2023-04-11,Mumbai,UPI
909,Mixer Grinder,Home Appliances,46155,1,46155,2024-08-08,Bengaluru,Credit Card
910,Headphones,Electronics,5256,1,5256,2023-09-01,Mumbai,UPI
911,Notebook,Stationery,40195,5,200975,2023-02-01,Ahmedabad,Net Banking
912,Smartphone,Electronics,35643,1,35643,2025-12-21,Pune,UPI
913,T-Shirt,Fashion,45015,1,45015,2024-07-31,Indore,Debit Card
914,Headphones,Electronics,18020,1,18020,2025-02-01,Hyderabad,UPI
915,Shoes,Fashion,17101,4,68404,2025-05-01,Indore,Net Banking
916,T-Shirt,Fashion,18723,5,93615,2023-08-14,Kolkata,UPI
917,Smartphone,Electronics,18489,5,92445,2023-08-09,Mumbai,Credit Card
918,T-Shirt,Fashion,25553,5,127765,2023-12-16,Jaipur,Credit Card
919,Smartphone,Electronics,16608,1,16608,2025-05-01,Indore,UPI
920,Laptop,Electronics,24891,2,49782,2023-08-15,Indore,Net Banking
921,Jeans,Fashion,17311,2,34622,2024-03-17,Chennai,UPI
922,Shoes,Fashion,32617,4,130468,2023-11-08,Hyderabad,Cash
923,Shoes,Fashion,43412,3,130236,2025-04-07,Bengaluru,Cash
924,T-Shirt,Fashion,8049,4,32196,2023-01-24,Mumbai,UPI
925,Pen Pack,Stationery,43288,4,173152,2024-09-09,Kolkata,Cash
926,Notebook,Stationery,44260,4,177040,2025-06-26,Bengaluru,Credit Card
927,Air Fryer,Home Appliances,15811,1,15811,2025-04-07,Kolkata,Cash
928,Jeans,Fashion,24364,5,121820,2025-08-27,Kolkata,Cash
929,Mixer Grinder,Home Appliances,43995,4,175980,2025-08-15,Pune,Debit Card
930,Shoes,Fashion,30142,5,150710,2024-07-03,Chennai,Credit Card
931,Mixer Grinder,Home Appliances,6354,4,25416,2024-12-24,Indore,Net Banking
932,T-Shirt,Fashion,43334,3,130002,2023-02-22,Bengaluru,Net Banking
933,Headphones,Electronics,9088,3,27264,2025-11-05,Jaipur,Cash
934,Air Fryer,Home Appliances,44383,3,133149,2025-03-23,Ahmedabad,Cash
935,Pen Pack,Stationery,964,1,964,2023-04-04,Delhi,Cash
936,T-Shirt,Fashion,33886,5,169430,2023-08-01,Indore,Cash
937,Air Fryer,Home Appliances,32572,3,97716,2024-07-27,Indore,Credit Card
938,Shoes,Fashion,8057,2,16114,2025-11-19,Kolkata,UPI
939,Shoes,Fashion,28983,2,57966,2023-11-11,Chennai,Debit Card
940,Headphones,Electronics,4351,5,21755,2025-08-05,Ahmedabad,Credit Card
941,T-Shirt,Fashion,47502,5,237510,2024-01-22,Hyderabad,Net Banking
942,Headphones,Electronics,20174,5,100870,2025-08-27,Mumbai,UPI
943,Smartphone,Electronics,49798,3,149394,2024-01-11,Chennai,Cash
944,Headphones,Electronics,40480,1,40480,2025-12-01,Delhi,UPI
945,T-Shirt,Fashion,38955,4,155820,2024-10-08,Kolkata,Credit Card
946,Air Fryer,Home Appliances,32721,3,98163,2023-06-11,Ahmedabad,Net Banking
947,T-Shirt,Fashion,27984,1,27984,2024-04-25,Indore,Cash
948,Mixer Grinder,Home Appliances,22436,2,44872,2023-03-20,Indore,Credit Card
949,Jeans,Fashion,5912,5,29560,2024-07-27,Mumbai,Net Banking
950,Pen Pack,Stationery,23295,5,116475,2023-11-15,Pune,Debit Card
951,Headphones,Electronics,20378,5,101890,2024-09-18,Pune,Net Banking
952,T-Shirt,Fashion,40457,3,121371,2024-06-08,Delhi,Net Banking
953,Smartphone,Electronics,22514,3,67542,2025-04-15,Ahmedabad,Debit Card
954,Jeans,Fashion,30341,1,30341,2024-05-19,Pune,UPI
955,Shoes,Fashion,48977,1,48977,2025-01-14,Chennai,UPI
956,Smartphone,Electronics,16713,5,83565,2023-07-12,Delhi,Net Banking
957,Headphones,Electronics,41110,2,82220,2025-04-21,Kolkata,Cash
958,Jeans,Fashion,28528,1,28528,2023-03-04,Hyderabad,Cash
959,Pen Pack,Stationery,49918,5,249590,2023-07-30,Ahmedabad,UPI
960,Headphones,Electronics,43254,4,173016,2023-12-29,Jaipur,Cash
961,Laptop,Electronics,34949,3,104847,2023-04-04,Chennai,Credit Card
962,Smartphone,Electronics,6135,3,18405,2024-08-25,Bengaluru,Net Banking
963,Headphones,Electronics,46118,5,230590,2024-07-07,Jaipur,UPI
964,Laptop,Electronics,21913,3,65739,2024-07-27,Ahmedabad,Credit Card
965,Smartphone,Electronics,31806,2,63612,2023-06-23,Mumbai,Credit Card
966,Laptop,Electronics,44626,3,133878,2024-09-26,Indore,Cash
967,Air Fryer,Home Appliances,25671,1,25671,2024-08-19,Bengaluru,Cash
968,Smartphone,Electronics,45729,3,137187,2025-04-28,Pune,Credit Card
969,Mixer Grinder,Home Appliances,44767,2,89534,2023-05-04,Pune,Debit Card
970,Shoes,Fashion,29432,4,117728,2024-10-27,Hyderabad,Net Banking
971,Headphones,Electronics,10914,1,10914,2024-08-08,Indore,Debit Card
972,T-Shirt,Fashion,19707,4,78828,2023-05-13,Indore,UPI
973,Laptop,Electronics,43722,4,174888,2025-09-18,Indore,UPI
974,Headphones,Electronics,49449,3,148347,2024-03-23,Kolkata,Debit Card
975,Headphones,Electronics,14707,5,73535,2023-11-29,Indore,Credit Card
976,T-Shirt,Fashion,1713,5,8565,2023-08-08,Bengaluru,Debit Card
977,Smartphone,Electronics,45943,1,45943,2025-04-21,Jaipur,Credit Card
978,Notebook,Stationery,20310,5,101550,2023-08-05,Bengaluru,Net Banking
979,Mixer Grinder,Home Appliances,49736,3,149208,2023-08-13,Ahmedabad,Credit Card
980,Jeans,Fashion,32303,1,32303,2025-11-10,Ahmedabad,Net Banking
981,Pen Pack,Stationery,20815,4,83260,2023-02-15,Hyderabad,Net Banking
982,Air Fryer,Home Appliances,32894,4,131576,2024-09-12,Mumbai,Debit Card
983,Laptop,Electronics,25232,3,75696,2024-04-05,Chennai,Cash
984,Smartphone,Electronics,510,1,510,2023-11-08,Pune,Credit Card
985,Smartphone,Electronics,7854,3,23562,2024-06-14,Pune,Net Banking
986,Mixer Grinder,Home Appliances,46424,1,46424,2024-06-30,Delhi,Net Banking
987,Shoes,Fashion,29046,3,87138,2023-12-22,Mumbai,Cash
988,Smartphone,Electronics,36486,2,72972,2023-10-31,Chennai,Credit Card
989,Jeans,Fashion,42090,4,168360,2024-01-08,Pune,Net Banking
990,Jeans,Fashion,7288,4,29152,2023-01-28,Kolkata,Debit Card
991,Notebook,Stationery,41129,1,41129,2025-12-07,Kolkata,Cash
992,T-Shirt,Fashion,343,3,1029,2024-03-08,Chennai,Cash
993,Mixer Grinder,Home Appliances,24751,3,74253,2024-05-14,Jaipur,Credit Card
994,Pen Pack,Stationery,12100,5,60500,2025-02-17,Jaipur,Credit Card
995,Smartphone,Electronics,41826,5,209130,2024-06-20,Chennai,Debit Card
996,Mixer Grinder,Home Appliances,31819,5,159095,2025-12-30,Delhi,UPI
997,Mixer Grinder,Home Appliances,13331,4,53324,2025-08-03,Hyderabad,Debit Card
998,Shoes,Fashion,4273,3,12819,2023-07-22,Mumbai,UPI
999,Headphones,Electronics,9629,3,28887,2025-02-11,Ahmedabad,Net Banking
1000,Air Fryer,Home Appliances,46855,2,93710,2025-12-07,Pune,UPI
